"ID","Dia_sem","Mes","Dia_ocor","Hora","Distrito","Preco","Coord"
"1070866","2","6","1","17","MANHATTAN","1557062.2727272727","(40.760462294, -73.984674551)"
"963218","1","4","12","0","QUEENS","284660.3846153846","(40.703082475, -73.742874354)"
"889641","7","1","10","19","BROOKLYN","727974.4897959183","(40.660924256, -73.9491982659999)"
"1082150","2","12","21","2","QUEENS","332701.46153846156","(40.6702745640001, -73.791994458)"
"1000971","2","11","16","14","BRONX","98031.25","(40.869638233, -73.862917533)"
"1073199","7","9","12","20","BRONX","80778.125","(40.845608913, -73.858835847)"
"951306","5","7","30","18","MANHATTAN","1487719.0909090908","(40.7583401520001, -73.981570773)"
"1116433","5","10","15","15","MANHATTAN","1600241.9318181819","(40.7823710390001, -73.971475228)"
"1107609","1","3","1","20","BRONX","75996.8125","(40.7911518670001, -73.884371919)"
"1033962","6","12","4","18","QUEENS","332701.46153846156","(40.7137164550001, -73.754520692)"
"1023996","4","4","22","23","BRONX","77496.875","(40.879654142, -73.8833609659999)"
"1115170","5","8","13","16","BRONX","79593.75","(40.8212386530001, -73.904346644)"
"870859","2","8","10","12","MANHATTAN","1506192.0454545454","(40.7159406170001, -74.003781913)"
"1046151","7","10","24","20","QUEENS","389583.8461538461","(40.729074079, -73.864375689)"
"998641","7","5","23","17","QUEENS","315149.8461538461","(40.665625649, -73.8149270229999)"
"1080707","2","11","9","9","BROOKLYN","813043.8571428572","(40.6522240510001, -73.957857785)"
"955766","7","9","5","20","BROOKLYN","782987.7448979592","(40.678435338, -74.013842139)"
"1009500","1","2","8","15","BRONX","74831.25.5","(40.8497123390001, -73.8303731999999)"
"1068590","5","5","28","15","QUEENS","315149.8461538461","(40.709625702, -73.829990251)"
"1117714","3","11","3","21","MANHATTAN","1621056.8181818181","(40.7453013200001, -73.998489317)"
"1053401","4","11","18","23","MANHATTAN","1621056.8181818181","(40.7290820380001, -73.988787701)"
"1099195","6","10","30","1","BRONX","807918.918367347","(40.8373235110001, -73.9198307569999)"
"863882","5","9","10","23","BROOKLYN","782987.7448979592","(40.621604211, -73.960715662)"
"983820","5","8","6","15","MANHATTAN","1506192.0454545454","(40.7477492670001, -73.9731718629999)"
"1090532","6","1","16","2","BROOKLYN","727974.4897959183","(40.6081113270001, -73.948183216)"
"1001033","3","2","24","15","BRONX","74831.25.5","(40.830145224, -73.891878074)"
"1000279","4","9","9","15","QUEENS","366240.46153846156","(40.728459656, -73.849248604)"
"979871","4","12","9","21","QUEENS","332701.46153846156","(40.7572216740001, -73.8203503679999)"
"1089475","3","9","1","19","BRONX","80778.125","(40.8965052980001, -73.8669928749999)"
"846056","1","7","19","2","BROOKLYN","789217.3469387755","(40.6507011140001, -73.951923307)"
"972352","2","5","18","18","BRONX","80687.5","(40.815874417, -73.847302031)"
"1077781","1","2","1","9","BROOKLYN","733877.5408163265","(40.6234373390001, -73.90739309)"
"1020110","7","2","7","3","MANHATTAN","1449851.1363636365","(40.76552838, -73.9800381439999)"
"1045450","1","7","26","5","MANHATTAN","1487719.0909090908","(40.702968351, -74.011506542)"
"976893","1","3","15","3","QUEENS","271529.57692307694","(40.755811985, -73.883043613)"
"743859","7","8","22","14","BROOKLYN","776779.5918367347","(40.611619811, -73.996176458)"
"1077463","1","5","24","6","BRONX","80687.5","(40.830641293, -73.874875576)"
"1037619","1","10","25","15","BRONX","807918.918367347","(40.8207062050001, -73.850213861)"
"1093690","7","9","19","0","QUEENS","366240.46153846156","(40.7833298470001, -73.8036188889999)"
"1010167","5","10","22","10","BROOKLYN","807918.918367347","(40.7300457920001, -73.955921546)"
"964046","2","1","12","10","BROOKLYN","727974.4897959183","(40.653515466, -73.8867439969999)"
"1051977","3","1","20","7","QUEENS","274035.26923076925","(40.746370869, -73.8548236299999)"
"977417","1","3","15","10","MANHATTAN","1449397.7272727273","(40.8113759780001, -73.9580532419999)"
"1113212","5","12","31","1","BROOKLYN","823153.0408163265","(40.63403792, -73.960157103)"
"1111100","6","11","13","15","BROOKLYN","813043.8571428572","(40.672520123, -73.9704190859999)"
"1085574","1","4","5","4","BROOKLYN","735071.4285714285","(40.663334191, -73.909114707)"
"1041927","5","4","23","20","BROOKLYN","735071.4285714285","(40.614530292, -73.9304752099999)"
"1089906","4","6","17","20","QUEENS","305813.7948717949","(40.586231405, -73.816011121)"
"976358","1","3","15","0","MANHATTAN","1449397.7272727273","(40.7387682770001, -73.988793288)"
"1041802","6","10","16","0","BROOKLYN","807918.918367347","(40.690551165, -73.955338249)"
"1109745","2","10","19","2","QUEENS","389583.8461538461","(40.7568912020001, -73.8635610489999)"
"728749","6","5","22","18","MANHATTAN","1471835.2159090908","(40.7299798510001, -73.9921394519999)"
"951645","3","1","13","21","BROOKLYN","727974.4897959183","(40.5927531990001, -73.940489718)"
"1116400","5","10","15","14","QUEENS","389583.8461538461","(40.7676397010001, -73.8809542449999)"
"1107108","1","3","1","0","QUEENS","271529.57692307694","(40.6029515910001, -73.749976261)"
"965978","3","9","22","9","STATEN ISLAND","366000","(40.608890956, -74.153235851)"
"1060528","4","2","25","18","BRONX","74831.25.5","(40.8335954560001, -73.914971215)"
"1104595","7","12","12","19","BRONX","94984.375","(40.8344564060001, -73.91752503)"
"977634","2","5","11","6","QUEENS","315149.8461538461","(40.5846604220001, -73.820616545)"
"996706","7","5","23","1","MANHATTAN","1471835.2159090908","(40.734489743, -74.001390651)"
"1084442","6","12","25","17","BROOKLYN","823153.0408163265","(40.698814595, -73.918367222)"
"830371","6","6","5","18","MANHATTAN","1557062.2727272727","(40.711952093, -73.9898546759999)"
"1064258","6","3","27","7","QUEENS","271529.57692307694","(40.74347577, -73.873999939)"
"1098780","4","9","30","18","MANHATTAN","1554646.5909090908","(40.7526344140001, -73.98571944)"
"979694","6","7","31","14","BROOKLYN","789217.3469387755","(40.68375317, -73.913427993)"
"964570","2","1","12","14","BRONX","70562.5","(40.84075131, -73.8403058819999)"
"1106011","4","8","26","7","QUEENS","303412.5128205128","(40.7646218610001, -73.83336236)"
"852712","2","7","20","14","QUEENS","325513.28205128206","(40.6053427460001, -73.7552757019999)"
"1118421","5","11","19","11","BROOKLYN","813043.8571428572","(40.6663980340001, -73.977021889)"
"763156","5","12","10","18","MANHATTAN","1682289.6590909092","(40.7247910300001, -73.9814249149999)"
"1113303","7","6","6","19","BROOKLYN","773386.612244898","(40.702998818, -73.943175617)"
"1007798","7","8","1","22","BROOKLYN","776779.5918367347","(40.693043457, -73.928276577)"
"1098785","4","9","30","19","BROOKLYN","782987.7448979592","(40.646335822, -73.9127558289999)"
"856982","6","7","24","15","MANHATTAN","1487719.0909090908","(40.7639762220001, -73.973241135)"
"1073201","7","9","12","20","BROOKLYN","782987.7448979592","(40.5978844460001, -73.9552777979999)"
"1115183","5","8","13","17","MANHATTAN","1506192.0454545454","(40.7508978130001, -73.99626231)"
"975801","4","5","6","17","BRONX","80687.5","(40.837778868, -73.9194507459999)"
"1042887","2","2","16","23","QUEENS","232387.38461538462","(40.7236922870001, -73.862636887)"
"1074479","5","6","4","0","MANHATTAN","1557062.2727272727","(40.8339130090001, -73.945315154)"
"1092481","5","9","17","8","QUEENS","366240.46153846156","(40.727448538, -73.780339117)"
"1050287","1","9","27","7","BROOKLYN","782987.7448979592","(40.5776474360001, -73.996329596)"
"1012598","3","6","16","21","BROOKLYN","773386.612244898","(40.6678976640001, -73.8890878779999)"
"1084189","6","12","25","12","MANHATTAN","1682289.6590909092","(40.726908042, -73.987352119)"
"1087554","6","8","14","11","BROOKLYN","776779.5918367347","(40.7194728260001, -73.963295068)"
"1020192","7","10","31","4","BRONX","807918.918367347","(40.86309864, -73.889452862)"
"1020430","7","8","8","9","BROOKLYN","776779.5918367347","(40.6629749790001, -73.9061379189999)"
"889371","7","1","10","18","BROOKLYN","727974.4897959183","(40.639634222, -73.8858775689999)"
"1045440","1","7","26","5","MANHATTAN","1487719.0909090908","(40.864136085, -73.91918021)"
"1095696","1","5","17","9","MANHATTAN","1471835.2159090908","(40.7456306870001, -73.998247512)"
"1054996","2","12","28","20","QUEENS","332701.46153846156","(40.745504441, -73.8577559619999)"
"1008764","1","8","2","3","STATEN ISLAND","149816.66666666666","(40.638768461, -74.115273239)"
"1090899","1","6","21","13","BROOKLYN","773386.612244898","(40.690413026, -73.946767036)"
"1017905","5","2","5","11","QUEENS","232387.38461538462","(40.6741928370001, -73.843116481)"
"1042204","4","12","23","23","BROOKLYN","823153.0408163265","(40.705490968, -73.928255972)"
"1022867","7","8","8","23","MANHATTAN","1506192.0454545454","(40.739087172, -74.003083165)"
"1106223","4","8","26","15","QUEENS","303412.5128205128","(40.741834694, -73.866933558)"
"1105424","2","12","14","17","MANHATTAN","1682289.6590909092","(40.7619219330001, -73.968415651)"
"1008738","3","5","26","18","BROOKLYN","757306.1224489796","(40.6451688820001, -73.948478754)"
"1034315","5","4","2","21","BROOKLYN","735071.4285714285","(40.7192554210001, -73.954063607)"
"998108","3","8","11","23","QUEENS","303412.5128205128","(40.754619604, -73.876667874)"
"733569","6","8","7","16","BRONX","79593.75","(40.829374855, -73.908793966)"
"1089913","4","6","17","21","MANHATTAN","1557062.2727272727","(40.757279225, -73.993471766)"
"1088178","3","9","1","0","MANHATTAN","1554646.5909090908","(40.8011634260001, -73.959648928)"
"1065812","4","7","29","22","BRONX","103389.0625","(40.8542283130001, -73.890031516)"
"889873","5","11","12","20","QUEENS","357619.8717948718","(40.7421882130001, -73.895694508)"
"1117428","2","11","2","22","BROOKLYN","813043.8571428572","(40.710062157, -73.945362651)"
"1064590","4","7","29","9","MANHATTAN","1487719.0909090908","(40.74636646, -73.975630123)"
"1059709","7","1","3","12","BROOKLYN","727974.4897959183","(40.6886045860001, -73.985073283)"
"844248","6","7","17","19","QUEENS","325513.28205128206","(40.7185016330001, -73.8352092489999)"
"1048674","1","9","6","15","BRONX","80778.125","(40.8777361960001, -73.8592775069999)"
"1036202","1","10","25","2","QUEENS","389583.8461538461","(40.754199468, -73.8329625229999)"
"1019661","5","2","5","22","MANHATTAN","1449851.1363636365","(40.7716202930001, -73.990455734)"
"1085266","4","7","22","5","QUEENS","325513.28205128206","(40.7431370640001, -73.904213375)"
"1116899","1","11","1","1","QUEENS","357619.8717948718","(40.709095803, -73.9066284479999)"
"998808","1","10","18","22","BRONX","807918.918367347","(40.854882226, -73.869599278)"
"1068935","4","8","19","17","QUEENS","303412.5128205128","(40.7467108430001, -73.9312756099999)"
"1113837","7","6","27","7","QUEENS","305813.7948717949","(40.7411334970001, -73.9010875289999)"
"825892","3","3","31","15","BROOKLYN","735019.1836734693","(40.670619507, -73.939299133)"
"1053930","3","1","20","23","BRONX","70562.5","(40.8238762760001, -73.8918629679999)"
"1030945","5","12","3","18","QUEENS","332701.46153846156","(40.786256178, -73.835449615)"
"1087295","3","4","7","21","STATEN ISLAND","322000","(40.6476484770001, -74.082646944)"
"1029480","4","4","1","2","BROOKLYN","735071.4285714285","(40.6945248910001, -73.9188917609999)"
"1085879","1","4","5","14","QUEENS","284660.3846153846","(40.739005782, -73.877674696)"
"1034987","4","10","21","18","BRONX","807918.918367347","(40.842146885, -73.855850666)"
"1070615","2","6","1","15","MANHATTAN","1557062.2727272727","(40.7380024, -73.9878912899999)"
"1118099","3","11","17","6","QUEENS","357619.8717948718","(40.749192104, -73.712780282)"
"939770","7","7","4","21","QUEENS","325513.28205128206","(40.6957821460001, -73.7906671219999)"
"1016907","7","3","7","12","MANHATTAN","1449397.7272727273","(40.7422378520001, -73.991192516)"
"1079778","6","6","19","17","MANHATTAN","1557062.2727272727","(40.7248007310001, -73.997317247)"
"1046145","2","4","13","12","STATEN ISLAND","322000","(40.5824390830001, -74.0949830119999)"
"1058545","3","12","15","2","MANHATTAN","1682289.6590909092","(40.8039318790001, -73.950140244)"
"1095668","3","9","8","16","MANHATTAN","1554646.5909090908","(40.7645355390001, -73.9707283879999)"
"962580","6","9","18","14","MANHATTAN","1554646.5909090908","(40.8268513830001, -73.946433863)"
"1079333","2","2","2","12","MANHATTAN","1449851.1363636365","(40.805830187, -73.9617809009999)"
"1045765","1","7","26","9","BROOKLYN","789217.3469387755","(40.6826663750001, -73.910025795)"
"999587","7","2","14","23","BRONX","74831.25.5","(40.831369303, -73.900975068)"
"1092919","7","2","28","0","BROOKLYN","733877.5408163265","(40.690507584, -73.9952992999999)"
"1015677","3","1","27","9","BROOKLYN","727974.4897959183","(40.6657570770001, -73.9614394179999)"
"1017114","3","8","4","13","MANHATTAN","1506192.0454545454","(40.7410632990001, -74.005602112)"
"996456","2","5","4","23","BRONX","80687.5","(40.8310088980001, -73.899992717)"
"951131","3","1","13","19","BROOKLYN","727974.4897959183","(40.66362918, -73.9306871649999)"
"982616","5","8","6","8","BRONX","79593.75","(40.8250600900001, -73.868862808)"
"881463","2","1","5","8","BRONX","70562.5","(40.8253161230001, -73.8906646419999)"
"1054096","3","2","17","1","BRONX","74831.25.5","(40.887234592, -73.9071305109999)"
"826778","3","3","31","18","BROOKLYN","735019.1836734693","(40.6546366640001, -73.9296801789999)"
"1091819","5","6","25","8","MANHATTAN","1557062.2727272727","(40.824040004, -73.944759612)"
"1100244","3","11","10","8","BRONX","98031.25","(40.8445568490001, -73.8853019379999)"
"907509","5","3","19","22","MANHATTAN","1449397.7272727273","(40.750664208, -73.990866575)"
"1018862","3","10","20","19","BRONX","807918.918367347","(40.8219103760001, -73.903467704)"
"1038415","1","10","25","20","STATEN ISLAND","366300","(40.637258178, -74.0765665169999)"
"745472","7","8","22","20","QUEENS","303412.5128205128","(40.7356693830001, -73.9018967009999)"
"1038840","6","9","25","2","BRONX","80778.125","(40.8121694810001, -73.930286823)"
"1025262","6","12","18","21","MANHATTAN","1682289.6590909092","(40.7388389540001, -73.983149496)"
"913535","4","3","25","23","QUEENS","271529.57692307694","(40.7508719670001, -73.883568403)"
"1099444","5","7","9","5","BRONX","103389.0625","(40.8214559620001, -73.866203487)"
"1082745","2","12","21","14","BROOKLYN","823153.0408163265","(40.6791176460001, -73.9398934869999)"
"1118126","3","11","17","9","BROOKLYN","813043.8571428572","(40.6215533770001, -74.02468021)"
"1029383","1","5","31","23","BROOKLYN","757306.1224489796","(40.6618206690001, -73.946699742)"
"1014634","7","11","28","14","BROOKLYN","813043.8571428572","(40.6996733220001, -73.940055278)"
"835253","5","5","7","19","BRONX","80687.5","(40.8845391470001, -73.8605975839999)"
"947374","5","7","23","20","BROOKLYN","789217.3469387755","(40.619439766, -73.9975808299999)"
"1116701","5","10","29","14","BROOKLYN","807918.918367347","(40.6634386850001, -73.933466414)"
"1098952","2","5","25","20","BROOKLYN","757306.1224489796","(40.664529712, -73.981906678)"
"1087898","6","4","10","12","QUEENS","284660.3846153846","(40.738328564, -73.90458475)"
"1095352","7","7","11","18","QUEENS","325513.28205128206","(40.759631126, -73.834724868)"
"1114369","7","7","25","0","QUEENS","325513.28205128206","(40.715719049, -73.736639054)"
"1070455","7","4","11","4","MANHATTAN","1557982.8295454546","(40.7277255290001, -73.9837584429999)"
"1115638","6","9","11","1","BROOKLYN","782987.7448979592","(40.602443211, -73.986345754)"
"1099423","4","10","14","14","QUEENS","389583.8461538461","(40.71378306, -73.920159704)"
"810438","1","4","19","1","MANHATTAN","1557982.8295454546","(40.823179386, -73.9416711009999)"
"966666","4","1","14","3","BROOKLYN","727974.4897959183","(40.645583828, -73.899405795)"
"1004193","7","8","1","2","BRONX","79593.75","(40.807199186, -73.9183535019999)"
"1068641","2","4","6","3","MANHATTAN","1557982.8295454546","(40.732462678, -73.981758339)"
"1050933","1","9","27","16","BROOKLYN","782987.7448979592","(40.622419828, -73.942192355)"
"1089891","4","9","2","1","BROOKLYN","782987.7448979592","(40.696493892, -73.949430815)"
"1070790","5","8","20","17","BRONX","79593.75","(40.852816917, -73.904767533)"
"942920","4","7","8","18","BROOKLYN","789217.3469387755","(40.652723097, -73.88215037)"
"1109855","4","4","8","6","BROOKLYN","735071.4285714285","(40.6918788690001, -73.947061558)"
"924283","2","6","22","21","QUEENS","305813.7948717949","(40.7437177210001, -73.8534688839999)"
"1111035","6","11","13","11","BROOKLYN","813043.8571428572","(40.6383826150001, -73.90391335)"
"1002962","4","4","29","9","BRONX","77496.875","(40.818789442, -73.8880776949999)"
"1041295","2","2","16","1","STATEN ISLAND","499999.6666666667","(40.6325597040001, -74.075653217)"
"1013346","2","8","3","10","QUEENS","303412.5128205128","(40.6583587860001, -73.839571136)"
"1028950","1","8","30","19","QUEENS","303412.5128205128","(40.7221941070001, -73.900430183)"
"1081947","7","6","20","21","BRONX","80357.8125","(40.832397245, -73.8645661909999)"
"887895","5","11","12","10","MANHATTAN","1621056.8181818181","(40.727484394, -73.9869298799999)"
"1010136","3","12","22","2","BRONX","94984.375","(40.837161059, -73.8462448989999)"
"1035000","4","10","21","19","MANHATTAN","1600241.9318181819","(40.721471266, -73.995087876)"
"1065499","6","1","30","23","QUEENS","274035.26923076925","(40.7098978860001, -73.830296151)"
"1007009","6","12","11","10","BRONX","94984.375","(40.8255834070001, -73.918461022)"
"1001799","2","1","19","22","QUEENS","274035.26923076925","(40.71224785, -73.76903758)"
"1089492","4","6","17","15","MANHATTAN","1557062.2727272727","(40.794604699, -73.9487856649999)"
"723607","5","4","16","16","MANHATTAN","1557982.8295454546","(40.778504447, -73.956315535)"
"963717","3","3","24","13","STATEN ISLAND","343333.3333333333","(40.6148515310001, -74.064647494)"
"1068834","5","5","28","17","BRONX","80687.5","(40.8176847400001, -73.8954388939999)"
"990834","2","10","5","15","STATEN ISLAND","366300","(40.6244108860001, -74.144092636)"
"822514","6","5","29","0","MANHATTAN","1471835.2159090908","(40.8252407730001, -73.9476058499999)"
"925085","4","7","1","1","STATEN ISLAND","364500","(40.5416637020001, -74.16609175)"
"1107999","7","10","3","5","BROOKLYN","807918.918367347","(40.699963256, -73.994101292)"
"1116367","5","10","15","12","QUEENS","389583.8461538461","(40.6778210470001, -73.851086384)"
"880894","2","1","5","0","MANHATTAN","1369658.4090909092","(40.780289327, -73.951457835)"
"1017135","7","3","7","15","STATEN ISLAND","343333.3333333333","(40.5695931760001, -74.1105646079999)"
"1032968","6","12","4","14","QUEENS","332701.46153846156","(40.679980738, -73.7762339069999)"
"1103738","6","8","21","4","QUEENS","303412.5128205128","(40.7209128600001, -73.804481035)"
"1030339","5","12","3","12","QUEENS","332701.46153846156","(40.601501833, -73.7535576289999)"
"1092773","5","9","17","12","BRONX","80778.125","(40.831440178, -73.89129057)"
"968218","3","4","14","16","MANHATTAN","1557982.8295454546","(40.8141131610001, -73.9408553649999)"
"1064985","6","3","27","16","BROOKLYN","735019.1836734693","(40.6284991790001, -73.953495618)"
"1112147","4","5","13","21","QUEENS","315149.8461538461","(40.6907051100001, -73.789601273)"
"1072431","3","6","2","18","BROOKLYN","773386.612244898","(40.5974731270001, -74.0039120339999)"
"864515","4","8","5","0","MANHATTAN","1506192.0454545454","(40.7878745990001, -73.928181646)"
"1100819","5","7","9","21","QUEENS","325513.28205128206","(40.7011974170001, -73.807882104)"
"1069742","2","4","6","20","BRONX","77496.875","(40.851400379, -73.904440628)"
"957154","5","3","12","11","BRONX","75996.8125","(40.854882601, -73.9034704589999)"
"1104264","7","12","12","14","MANHATTAN","1682289.6590909092","(40.7294883070001, -74.010735392)"
"992794","2","6","15","12","BROOKLYN","773386.612244898","(40.643646081, -74.001089671)"
"1044351","2","3","9","17","MANHATTAN","1449397.7272727273","(40.73669807, -73.983316026)"
"834292","1","6","7","17","QUEENS","305813.7948717949","(40.6536413680001, -73.725376653)"
"1111756","1","11","29","0","BRONX","98031.25","(40.848647719, -73.911680839)"
"1054993","4","5","20","11","BROOKLYN","757306.1224489796","(40.5839258, -73.9402635719999)"
"1077256","2","6","8","19","MANHATTAN","1557062.2727272727","(40.76369656, -73.996232713)"
"1090700","1","6","21","10","BRONX","80357.8125","(40.816465657, -73.907807308)"
"998845","4","9","9","8","MANHATTAN","1554646.5909090908","(40.743686429, -73.9849165909999)"
"1090357","2","8","24","22","BRONX","79593.75","(40.8151661480001, -73.822307385)"
"1091740","6","1","16","20","MANHATTAN","1369658.4090909092","(40.7634065140001, -73.979028012)"
"1111077","6","11","13","14","STATEN ISLAND","149966.66666666666","(40.5869257900001, -74.1640837159999)"
"1092217","5","6","25","14","STATEN ISLAND","361333.3333333333","(40.574285688, -74.105914405)"
"1001488","4","9","9","21","QUEENS","366240.46153846156","(40.7286569360001, -73.74105465)"
"1024452","7","5","16","3","MANHATTAN","1471835.2159090908","(40.7014888140001, -74.012544968)"
"805590","5","3","26","23","QUEENS","271529.57692307694","(40.690469552, -73.752590551)"
"1041791","4","12","23","19","MANHATTAN","1682289.6590909092","(40.793388244, -73.9708601629999)"
"1030950","5","12","3","18","QUEENS","332701.46153846156","(40.731288852, -73.848751495)"
"812230","1","4","19","12","BRONX","77496.875","(40.8076882060001, -73.9080253669999)"
"1057849","1","12","13","19","MANHATTAN","1682289.6590909092","(40.717847357, -73.985358935)"
"727785","6","5","22","15","BRONX","80687.5","(40.840546164, -73.874137746)"
"1017460","5","2","5","8","QUEENS","232387.38461538462","(40.715919609, -73.8541107739999)"
"1079308","3","6","23","19","QUEENS","305813.7948717949","(40.7891143520001, -73.812666162)"
"1079970","2","10","26","20","BROOKLYN","807918.918367347","(40.711147065, -73.9412641449999)"
"985067","3","6","9","8","BROOKLYN","773386.612244898","(40.6326228560001, -73.902498532)"
"857541","7","8","29","15","MANHATTAN","1506192.0454545454","(40.7673355470001, -73.9548752109999)"
"1064497","6","3","27","10","BROOKLYN","735019.1836734693","(40.700192633, -73.9185999539999)"
"1089760","2","8","24","15","BROOKLYN","776779.5918367347","(40.6844615430001, -73.97775121)"
"989216","7","5","2","20","MANHATTAN","1471835.2159090908","(40.8039021490001, -73.958206047)"
"971388","7","1","24","15","QUEENS","274035.26923076925","(40.723203385, -73.8205034)"
"971360","6","4","24","15","QUEENS","284660.3846153846","(40.6796465090001, -73.789665005)"
"1097724","5","5","21","19","BROOKLYN","757306.1224489796","(40.651686501, -73.9590401839999)"
"1100833","6","10","30","22","BROOKLYN","807918.918367347","(40.67198359, -73.957499226)"
"965618","2","1","12","18","QUEENS","274035.26923076925","(40.5946370820001, -73.801804525)"
"1102019","2","7","13","17","BRONX","103389.0625","(40.8364468510001, -73.904017601)"
"984830","3","6","9","7","BROOKLYN","773386.612244898","(40.5995846280001, -73.939767025)"
"1030552","5","12","3","16","QUEENS","332701.46153846156","(40.6655670970001, -73.729844129)"
"717814","1","2","15","0","MANHATTAN","1449851.1363636365","(40.7650560640001, -73.9671109619999)"
"947886","5","7","23","21","BRONX","103389.0625","(40.868467378, -73.821582846)"
"1003662","1","9","13","13","BRONX","80778.125","(40.8470862190001, -73.908466071)"
"1110544","2","4","20","11","BRONX","77496.875","(40.829330897, -73.9238693999999)"
"1105575","3","8","25","18","BRONX","79593.75","(40.8623585400001, -73.8964134669999)"
"717813","1","2","15","0","QUEENS","232387.38461538462","(40.7378443530001, -73.874750331)"
"1050040","5","1","8","3","BRONX","70562.5","(40.8715137350001, -73.848262607)"
"1109614","2","3","30","15","MANHATTAN","1449397.7272727273","(40.783250072, -73.9745405579999)"
"952692","5","1","15","7","BROOKLYN","727974.4897959183","(40.6743249730001, -73.977141731)"
"1024879","7","5","16","5","BRONX","80687.5","(40.8712846170001, -73.858018418)"
"1111202","7","5","9","15","STATEN ISLAND","143133.33333333334","(40.6262725230001, -74.158200342)"
"1082740","2","12","21","14","BROOKLYN","823153.0408163265","(40.600733152, -73.9712071169999)"
"937135","7","7","4","0","QUEENS","325513.28205128206","(40.7022821420001, -73.811528842)"
"1104111","5","12","24","10","QUEENS","332701.46153846156","(40.7682319990001, -73.73430501)"
"968501","4","1","14","16","STATEN ISLAND","536666.6666666666","(40.5726658460001, -74.093748857)"
"733908","6","8","7","17","BROOKLYN","776779.5918367347","(40.677066988, -73.9659754469999)"
"973846","4","11","25","9","BRONX","98031.25","(40.8450459380001, -73.8804181479999)"
"1095362","7","7","11","19","QUEENS","325513.28205128206","(40.7489037180001, -73.897748399)"
"1001280","3","2","24","18","BROOKLYN","733877.5408163265","(40.645647196, -73.9028758869999)"
"1062343","6","3","6","20","MANHATTAN","1449397.7272727273","(40.716344152, -74.001253193)"
"813754","1","4","19","21","BROOKLYN","735071.4285714285","(40.6996957100001, -73.981691569)"
"889090","7","1","10","16","QUEENS","274035.26923076925","(40.7311903350001, -73.8715984959999)"
"840974","2","6","29","0","BRONX","80357.8125","(40.8339527790001, -73.8761341489999)"
"1043473","6","10","16","17","QUEENS","389583.8461538461","(40.7089319770001, -73.836152677)"
"804976","5","3","26","18","MANHATTAN","1449397.7272727273","(40.7393887970001, -73.991160415)"
"852401","2","7","20","12","MANHATTAN","1487719.0909090908","(40.8029390250001, -73.967587094)"
"1093571","5","9","17","22","MANHATTAN","1554646.5909090908","(40.849125988, -73.938019352)"
"885057","7","10","10","16","MANHATTAN","1600241.9318181819","(40.817876427, -73.9607479379999)"
"945273","5","7","23","8","BROOKLYN","789217.3469387755","(40.6752335030001, -73.890961155)"
"936357","6","7","3","20","BROOKLYN","789217.3469387755","(40.674764984, -73.9110783259999)"
"1025326","7","5","16","11","QUEENS","315149.8461538461","(40.749166039, -73.8694272509999)"
"1083481","6","12","25","0","BRONX","94984.375","(40.8229123080001, -73.870041304)"
"1040359","5","4","23","7","BROOKLYN","735071.4285714285","(40.5961988290001, -73.986627896)"
"1006351","7","8","1","15","BROOKLYN","776779.5918367347","(40.6453326990001, -73.960103512)"
"1053290","3","1","20","17","BRONX","70562.5","(40.8075675950001, -73.919227223)"
"915645","1","4","26","17","BRONX","77496.875","(40.827421047, -73.9129014219999)"
"998419","7","1","17","20","MANHATTAN","1369658.4090909092","(40.8298848850001, -73.936761711)"
"967980","4","1","14","14","BROOKLYN","727974.4897959183","(40.590433977, -73.981123832)"
"1029755","4","9","16","0","BROOKLYN","782987.7448979592","(40.681781954, -73.943601114)"
"1100741","6","10","30","21","MANHATTAN","1600241.9318181819","(40.8178501800001, -73.94376038)"
"1024387","6","12","18","18","MANHATTAN","1682289.6590909092","(40.727116993, -74.008909403)"
"1109192","7","10","17","2","BROOKLYN","807918.918367347","(40.6555384820001, -73.884098793)"
"1008551","1","2","8","4","BRONX","74831.25.5","(40.8197866850001, -73.926828482)"
"1015537","5","10","8","20","BROOKLYN","807918.918367347","(40.6623216990001, -73.9386542839999)"
"1088854","2","8","24","1","QUEENS","303412.5128205128","(40.757696465, -73.8741282509999)"
"956927","6","1","9","11","BROOKLYN","727974.4897959183","(40.6727057160001, -73.872424874)"
"1112036","1","11","29","16","BROOKLYN","813043.8571428572","(40.6355214170001, -73.99519148)"
"1070468","7","4","11","5","BRONX","77496.875","(40.8718682520001, -73.9052175319999)"
"990174","1","5","3","1","QUEENS","315149.8461538461","(40.6912184870001, -73.813539802)"
"1092660","5","9","3","20","BROOKLYN","782987.7448979592","(40.6614277080001, -73.9795034059999)"
"899239","6","2","27","15","MANHATTAN","1449851.1363636365","(40.815125628, -73.94020418)"
"1099381","6","10","30","4","BRONX","807918.918367347","(40.8973816700001, -73.8584473729999)"
"987483","3","6","9","21","BROOKLYN","773386.612244898","(40.675248073, -73.8730509069999)"
"912506","4","3","25","16","BROOKLYN","735019.1836734693","(40.636496682, -73.951530002)"
"1013983","5","10","8","11","QUEENS","389583.8461538461","(40.688840256, -73.799725198)"
"1052693","1","11","8","9","MANHATTAN","1621056.8181818181","(40.7271759320001, -73.9796888389999)"
"821354","2","3","16","12","QUEENS","271529.57692307694","(40.771643656, -73.82281704)"
"992354","1","5","3","18","MANHATTAN","1471835.2159090908","(40.7504307680001, -73.989282176)"
"1080884","3","6","30","18","MANHATTAN","1557062.2727272727","(40.791535421, -73.970351765)"
