"ID","Dia_sem","Mes","Dia_ocor","Hora","Distrito","Preco","Coord"
"841883","2","6","29","9","QUEENS","305813.7948717949","(40.687720174, -73.8500979249999)"
"1022443","4","4","22","12","QUEENS","284660.3846153846","(40.685814265, -73.8624553029999)"
"1093777","7","9","19","0","MANHATTAN","1554646.5909090908","(40.726801165, -73.988986519)"
"965016","3","3","24","19","BROOKLYN","735019.1836734693","(40.704318465, -73.9192333)"
"1073959","3","5","12","11","BROOKLYN","757306.1224489796","(40.6671138090001, -73.9493701809999)"
"1010901","5","10","22","15","BROOKLYN","807918.918367347","(40.719261783, -73.938313278)"
"1080160","3","6","30","11","MANHATTAN","1557062.2727272727","(40.7443269410001, -73.999200284)"
"1090212","1","6","21","1","QUEENS","305813.7948717949","(40.7593567150001, -73.9198018669999)"
"1069299","4","8","19","20","BROOKLYN","776779.5918367347","(40.6761002550001, -73.9743543339999)"
"1081459","7","6","20","15","BRONX","80357.8125","(40.829659361, -73.904244201)"
"1056895","1","12","13","9","BRONX","94984.375","(40.8878106440001, -73.860453292)"
"1045978","2","4","13","11","MANHATTAN","1557982.8295454546","(40.7892720580001, -73.974722431)"
"1115117","5","8","13","12","MANHATTAN","1506192.0454545454","(40.756324836, -73.9777633049999)"
"1096386","1","5","17","21","STATEN ISLAND","143133.33333333334","(40.61642951, -74.074197762)"
"1112182","4","5","13","22","MANHATTAN","1471835.2159090908","(40.7931526570001, -73.937497233)"
"898339","1","12","27","1","QUEENS","332701.46153846156","(40.7017503060001, -73.890488605)"
"1117019","1","11","1","11","QUEENS","357619.8717948718","(40.738709199, -73.8676109899999)"
"743224","7","8","22","11","QUEENS","303412.5128205128","(40.742962354, -73.955274248)"
"1078834","3","6","23","15","MANHATTAN","1557062.2727272727","(40.746934278, -73.993588267)"
"1111433","1","11","15","11","STATEN ISLAND","149966.66666666666","(40.6232268190001, -74.1492269729999)"
"1052760","4","11","18","17","MANHATTAN","1621056.8181818181","(40.7613359790001, -73.974112151)"
"820395","7","4","25","14","BROOKLYN","735071.4285714285","(40.6831266780001, -73.9915248199999)"
"1042707","5","4","30","6","QUEENS","284660.3846153846","(40.7082110640001, -73.815046846)"
"993729","4","10","7","12","BROOKLYN","807918.918367347","(40.658038698, -73.9474344129999)"
"1052703","1","11","8","11","BROOKLYN","813043.8571428572","(40.7213445350001, -73.948412654)"
"1068450","4","8","19","12","BROOKLYN","776779.5918367347","(40.694587261, -73.921758583)"
"1007972","6","12","11","15","QUEENS","332701.46153846156","(40.759780345, -73.917249305)"
"847866","1","7","19","13","BROOKLYN","789217.3469387755","(40.575031251, -73.989882667)"
"922717","2","6","22","14","MANHATTAN","1557062.2727272727","(40.737560897, -74.007348325)"
"973580","4","11","25","6","QUEENS","357619.8717948718","(40.7202620900001, -73.900772178)"
"1113750","7","6","27","0","STATEN ISLAND","361333.3333333333","(40.6243743140001, -74.080323415)"
"993795","5","2","12","3","STATEN ISLAND","499999.6666666667","(40.5118043350001, -74.250034592)"
"1083075","2","2","23","10","MANHATTAN","1449851.1363636365","(40.7733495730001, -73.949011415)"
"1081976","4","2","4","15","MANHATTAN","1449851.1363636365","(40.7483667290001, -73.972713262)"
"955591","5","1","15","21","BROOKLYN","727974.4897959183","(40.683575761, -73.9410576719999)"
"952706","5","1","15","9","MANHATTAN","1369658.4090909092","(40.7288162930001, -74.0033532909999)"
"1100976","3","11","10","19","BROOKLYN","813043.8571428572","(40.700583415, -73.9431596429999)"
"1057606","6","1","2","9","QUEENS","274035.26923076925","(40.7176631390001, -73.904415925)"
"758322","2","11","30","16","QUEENS","357619.8717948718","(40.7061016690001, -73.793246036)"
"1109778","2","3","30","23","BRONX","75996.8125","(40.828578104, -73.904437269)"
"1014642","7","11","28","15","BRONX","98031.25","(40.826798975, -73.891410165)"
"826751","6","5","29","22","BRONX","80687.5","(40.8397395310001, -73.913178032)"
"967570","3","9","22","16","BROOKLYN","782987.7448979592","(40.64122243, -73.9644299019999)"
"1090890","4","9","2","19","BRONX","80778.125","(40.824146269, -73.8929464829999)"
"1056798","5","1","1","18","BRONX","70562.5","(40.8694047480001, -73.8799983179999)"
"1078097","2","9","28","16","MANHATTAN","1554646.5909090908","(40.7299798510001, -73.9921394519999)"
"1098723","4","10","14","0","MANHATTAN","1600241.9318181819","(40.7244110070001, -73.9998571369999)"
"1079462","2","2","2","14","MANHATTAN","1449851.1363636365","(40.8493294570001, -73.933732306)"
"825277","3","3","31","12","STATEN ISLAND","343333.3333333333","(40.5748339250001, -74.117927466)"
"957865","2","9","7","9","QUEENS","366240.46153846156","(40.7591643120001, -73.811360674)"
"1069061","4","8","19","18","BROOKLYN","776779.5918367347","(40.674724111, -73.970158543)"
"868142","4","8","5","19","BROOKLYN","776779.5918367347","(40.595196818, -73.947663921)"
"1057469","6","1","2","8","BROOKLYN","727974.4897959183","(40.6453792190001, -73.980985771)"
"1111778","4","5","13","11","QUEENS","315149.8461538461","(40.7621018140001, -73.820333596)"
"1105858","3","8","25","22","BRONX","79593.75","(40.8364737960001, -73.925639242)"
"1099446","5","7","9","5","BROOKLYN","789217.3469387755","(40.574755345, -73.979270822)"
"1012361","3","6","16","20","BRONX","80357.8125","(40.8111164260001, -73.927329309)"
"1060807","4","2","25","21","QUEENS","232387.38461538462","(40.737827601, -73.734004055)"
"1007082","7","8","1","18","BROOKLYN","776779.5918367347","(40.6551569960001, -73.954630326)"
"1105898","3","8","25","23","BRONX","79593.75","(40.821664228, -73.918856034)"
"997882","3","8","11","23","QUEENS","303412.5128205128","(40.703825889, -73.891055049)"
"1064262","6","3","27","7","BROOKLYN","735019.1836734693","(40.642347725, -74.004228156)"
"1079943","2","2","2","22","QUEENS","232387.38461538462","(40.6586971360001, -73.7557359429999)"
"1023994","4","4","22","22","MANHATTAN","1557982.8295454546","(40.7443073160001, -73.9902178519999)"
"1076776","2","1","26","19","BRONX","70562.5","(40.8247472050001, -73.898853125)"
"1029275","4","4","1","0","BRONX","77496.875","(40.816840665, -73.8070822179999)"
"1102817","4","12","16","9","BRONX","94984.375","(40.8075675950001, -73.919227223)"
"988891","5","8","27","23","BRONX","79593.75","(40.804062242, -73.91494031)"
"754478","3","10","27","18","BROOKLYN","807918.918367347","(40.614483277, -74.03358853)"
"738395","3","8","18","15","MANHATTAN","1506192.0454545454","(40.7633203390001, -73.973717904)"
"1106811","1","2","22","6","QUEENS","232387.38461538462","(40.738616333, -73.7964180989999)"
"895852","4","2","11","14","STATEN ISLAND","499999.6666666667","(40.6419527790001, -74.0791230519999)"
"826181","3","3","31","15","MANHATTAN","1449397.7272727273","(40.7566420420001, -73.988371577)"
"1003718","7","8","1","0","BRONX","79593.75","(40.875086159, -73.888084181)"
"1032977","4","10","21","3","BRONX","807918.918367347","(40.8604243880001, -73.894337766)"
"1045403","7","10","24","13","BRONX","807918.918367347","(40.8776373760001, -73.8661916849999)"
"1017020","5","2","5","2","BROOKLYN","733877.5408163265","(40.668466804, -73.896004448)"
"1028972","1","5","31","18","MANHATTAN","1471835.2159090908","(40.8357845720001, -73.944623378)"
"1108650","4","3","4","18","BROOKLYN","735019.1836734693","(40.5797847790001, -73.985486394)"
"1075650","5","5","14","9","BRONX","80687.5","(40.8552988750001, -73.848903284)"
"1100818","5","7","9","21","BRONX","103389.0625","(40.8977808240001, -73.846480862)"
"1077613","2","6","8","22","BRONX","80357.8125","(40.835351157, -73.8650769499999)"
"1113013","7","6","6","0","BROOKLYN","773386.612244898","(40.5895334000001, -73.9794786639999)"
"826449","6","5","29","20","BROOKLYN","757306.1224489796","(40.613305542, -73.9171859529999)"
"934783","6","7","3","14","BROOKLYN","789217.3469387755","(40.6342287100001, -73.9983333)"
"1079316","3","6","23","20","BROOKLYN","773386.612244898","(40.7265608540001, -73.951349047)"
"1070626","2","6","1","15","MANHATTAN","1557062.2727272727","(40.806085151, -73.941454899)"
"917208","5","6","18","5","MANHATTAN","1557062.2727272727","(40.7597684420001, -73.989811298)"
"1077539","2","9","28","12","BRONX","80778.125","(40.8977571280001, -73.862523143)"
"748045","3","10","6","11","QUEENS","389583.8461538461","(40.6799888900001, -73.752088626)"
"962175","7","3","28","19","BRONX","75996.8125","(40.8519242720001, -73.904024185)"
"1074537","2","9","14","16","BROOKLYN","782987.7448979592","(40.6756463990001, -73.9271849039999)"
"827693","3","3","31","22","BRONX","75996.8125","(40.8326356010001, -73.868941832)"
"1116594","5","10","29","6","QUEENS","389583.8461538461","(40.746596294, -73.8987805)"
"1123010","7","1","24","21","BROOKLYN","727974.4897959183","(40.575871566, -74.003032428)"
"954011","5","1","15","14","BRONX","70562.5","(40.8242165460001, -73.858790899)"
"857536","7","8","29","14","BROOKLYN","776779.5918367347","(40.6594519350001, -73.931206915)"
"1102561","1","11","22","23","BROOKLYN","813043.8571428572","(40.5941451690001, -73.960414952)"
"1116758","5","10","29","17","QUEENS","389583.8461538461","(40.747095184, -73.8891256539999)"
"1078019","1","2","1","13","MANHATTAN","1449851.1363636365","(40.7191562990001, -73.9831003589999)"
"1082261","2","12","21","4","BRONX","94984.375","(40.835071256, -73.930038774)"
"1094502","7","9","19","10","BROOKLYN","782987.7448979592","(40.671829476, -73.896356093)"
"1089469","2","8","24","13","BROOKLYN","776779.5918367347","(40.657567016, -73.9548881869999)"
"1010685","1","8","2","16","BROOKLYN","776779.5918367347","(40.5807808600001, -73.983394569)"
"1114933","1","8","9","22","BRONX","79593.75","(40.904728752, -73.845274633)"
"1095711","1","9","20","0","MANHATTAN","1554646.5909090908","(40.7608457960001, -73.979743548)"
"1081669","2","11","9","19","BRONX","98031.25","(40.832309283, -73.9244333299999)"
"976375","1","3","15","1","BROOKLYN","735019.1836734693","(40.6837087750001, -73.956186536)"
"1083888","7","7","18","6","BROOKLYN","789217.3469387755","(40.7003666200001, -73.9125697169999)"
"1110919","6","11","13","5","QUEENS","357619.8717948718","(40.7474552520001, -73.889651973)"
"1070655","5","8","20","15","BRONX","79593.75","(40.8682855820001, -73.891779904)"
"735505","6","8","7","22","BRONX","79593.75","(40.81305566, -73.8880186979999)"
"1064498","6","3","27","10","BRONX","75996.8125","(40.8692245510001, -73.824928896)"
"834311","1","6","7","18","BROOKLYN","773386.612244898","(40.639556854, -73.8939416379999)"
"1056068","5","2","19","12","BRONX","74831.25.5","(40.7911518670001, -73.884371919)"
"1092346","7","1","31","12","QUEENS","274035.26923076925","(40.757223944, -73.905211013)"
"1026757","7","5","16","23","BRONX","80687.5","(40.884964418, -73.9001755579999)"
"1013559","2","8","3","10","BROOKLYN","776779.5918367347","(40.6859617750001, -73.972399861)"
"1060218","3","12","29","3","BROOKLYN","823153.0408163265","(40.6877287890001, -73.9150201959999)"
"1109934","4","4","8","15","BROOKLYN","735071.4285714285","(40.624155284, -73.9962657999999)"
"751582","3","10","27","1","MANHATTAN","1600241.9318181819","(40.713028353, -73.994460853)"
"738732","3","8","18","17","MANHATTAN","1506192.0454545454","(40.850818125, -73.9308246589999)"
"1032956","6","12","4","14","MANHATTAN","1682289.6590909092","(40.815929553, -73.9451673569999)"
"849980","1","7","19","23","BRONX","103389.0625","(40.8211390750001, -73.925645538)"
"1010890","5","10","22","14","BROOKLYN","807918.918367347","(40.639483032, -73.9454492639999)"
"999803","4","9","9","13","QUEENS","366240.46153846156","(40.7065999440001, -73.795606957)"
"909870","7","3","21","18","MANHATTAN","1449397.7272727273","(40.7437258430001, -73.999636957)"
"1095066","7","7","11","13","BROOKLYN","789217.3469387755","(40.6617766900001, -73.935828946)"
"810734","1","4","19","2","QUEENS","284660.3846153846","(40.707042126, -73.9093220239999)"
"971758","7","11","21","17","MANHATTAN","1621056.8181818181","(40.758207461, -73.976398247)"
"954979","7","9","5","15","BRONX","80778.125","(40.8768371470001, -73.899898476)"
"979696","6","7","31","15","STATEN ISLAND","364500","(40.645308658, -74.084384535)"
"853908","2","7","20","19","QUEENS","325513.28205128206","(40.5949820370001, -73.786003232)"
"1106849","5","10","1","13","BRONX","807918.918367347","(40.832533735, -73.919467937)"
"1087580","1","8","16","15","BROOKLYN","776779.5918367347","(40.6335884820001, -73.937153082)"
"1123058","6","4","17","8","BROOKLYN","735071.4285714285","(40.66494692, -73.878131316)"
"852102","2","7","20","11","BRONX","103389.0625","(40.8301897600001, -73.832645282)"
"1077442","1","2","1","2","QUEENS","232387.38461538462","(40.6938361260001, -73.828876551)"
"804381","5","3","26","15","STATEN ISLAND","343333.3333333333","(40.6417382600001, -74.075678037)"
"1091126","6","1","16","13","BROOKLYN","727974.4897959183","(40.6207740140001, -73.957160807)"
"1005662","1","1","25","5","BRONX","70562.5","(40.8236330440001, -73.9089680399999)"
"1107984","7","10","3","4","QUEENS","389583.8461538461","(40.756430127, -73.81448704)"
"1075559","5","6","4","18","BRONX","80357.8125","(40.8466299190001, -73.9042486869999)"
"1055406","5","1","1","4","MANHATTAN","1369658.4090909092","(40.7614311040001, -73.9840498359999)"
"1038624","1","10","25","23","QUEENS","389583.8461538461","(40.5981480610001, -73.766897177)"
"1090571","6","8","28","1","BRONX","79593.75","(40.815390931, -73.909326134)"
"1091899","5","9","3","11","BROOKLYN","782987.7448979592","(40.579162625, -74.000372232)"
"1022780","3","2","10","12","MANHATTAN","1449851.1363636365","(40.7208225200001, -73.9841713879999)"
"1092789","5","6","25","21","MANHATTAN","1557062.2727272727","(40.760622389, -73.994756504)"
"1025647","1","3","8","15","QUEENS","271529.57692307694","(40.746065603, -73.8610136459999)"
"1102467","4","7","15","0","BRONX","103389.0625","(40.837550191, -73.9221867539999)"
"1065580","6","3","27","22","QUEENS","271529.57692307694","(40.6916169780001, -73.860391518)"
"957461","6","1","9","14","STATEN ISLAND","536666.6666666666","(40.6365178090001, -74.13299984)"
"1109081","1","10","4","22","QUEENS","389583.8461538461","(40.7537029640001, -73.938324697)"
"1036026","2","8","31","2","BRONX","79593.75","(40.8814969430001, -73.864292591)"
"1071517","7","9","12","0","MANHATTAN","1554646.5909090908","(40.7578390030001, -73.991212111)"
"965719","3","9","22","7","BROOKLYN","782987.7448979592","(40.5938155000001, -73.940611196)"
"965882","2","1","12","20","BROOKLYN","727974.4897959183","(40.640247973, -73.964243053)"
"1010891","5","10","22","14","BROOKLYN","807918.918367347","(40.6470151070001, -73.94626112)"
"1102049","6","11","6","18","BROOKLYN","813043.8571428572","(40.656485795, -73.9328462349999)"
"1038808","7","12","19","16","BROOKLYN","823153.0408163265","(40.609900125, -73.922372861)"
"1100178","4","10","28","22","BROOKLYN","807918.918367347","(40.680494853, -73.867095611)"
"1033394","4","10","21","9","BRONX","807918.918367347","(40.8557306760001, -73.869897652)"
"982426","4","5","27","15","MANHATTAN","1471835.2159090908","(40.832747006, -73.940770142)"
"1051160","5","1","8","17","BROOKLYN","727974.4897959183","(40.6341796180001, -74.02370129)"
"1096660","2","9","21","15","MANHATTAN","1554646.5909090908","(40.749121191, -73.9861677229999)"
"1093775","7","9","19","0","BROOKLYN","782987.7448979592","(40.699260372, -73.973198586)"
"1111770","1","11","29","2","QUEENS","357619.8717948718","(40.7362899720001, -73.7131859149999)"
"1094921","7","9","19","17","BRONX","80778.125","(40.876304546, -73.879645959)"
"882816","7","10","10","3","BRONX","807918.918367347","(40.8430432750001, -73.846466227)"
"1096119","1","9","20","5","MANHATTAN","1554646.5909090908","(40.8341465180001, -73.9402051549999)"
"967310","3","9","22","16","QUEENS","366240.46153846156","(40.7101184470001, -73.757293309)"
"827699","3","5","5","0","BROOKLYN","757306.1224489796","(40.651816996, -73.9090042619999)"
"1083424","7","7","18","2","MANHATTAN","1487719.0909090908","(40.723875709, -74.004009652)"
"1101004","4","11","11","19","MANHATTAN","1621056.8181818181","(40.712773198, -73.997552196)"
"1107561","6","10","2","18","MANHATTAN","1600241.9318181819","(40.7336222000001, -73.9930591309999)"
"928223","4","7","1","20","BROOKLYN","789217.3469387755","(40.6573656680001, -73.9462239499999)"
"1087268","1","8","16","8","BROOKLYN","776779.5918367347","(40.6234306430001, -74.004187332)"
"1103324","4","7","15","18","BROOKLYN","789217.3469387755","(40.6735700670001, -73.944588623)"
"974501","4","5","6","9","QUEENS","315149.8461538461","(40.76128785, -73.86552298)"
"1104489","7","12","12","18","MANHATTAN","1682289.6590909092","(40.7534900750001, -73.980889948)"
"1096179","4","9","23","0","MANHATTAN","1554646.5909090908","(40.769568699, -73.968105155)"
"1114118","3","7","21","8","BROOKLYN","789217.3469387755","(40.710827597, -73.944633401)"
"1021339","4","4","22","1","QUEENS","284660.3846153846","(40.7086579730001, -73.901637079)"
"872930","2","8","10","18","BROOKLYN","776779.5918367347","(40.679749777, -73.878381877)"
"1032090","4","4","1","23","QUEENS","284660.3846153846","(40.706025217, -73.897882698)"
"1065030","6","1","30","18","BRONX","70562.5","(40.834417973, -73.849561427)"
"1085350","4","8","12","1","QUEENS","303412.5128205128","(40.6029515910001, -73.749976261)"
"1080389","6","6","19","23","BROOKLYN","773386.612244898","(40.6777983440001, -73.898286444)"
"1046316","7","10","24","22","QUEENS","389583.8461538461","(40.7769006560001, -73.775984051)"
"1112023","4","5","13","18","BRONX","80687.5","(40.837778868, -73.9194507459999)"
"1059180","1","6","14","4","BROOKLYN","773386.612244898","(40.6755037720001, -73.863828493)"
"1094649","6","9","4","23","QUEENS","366240.46153846156","(40.672730765, -73.8026864019999)"
"1062936","4","3","11","8","BROOKLYN","735019.1836734693","(40.6886045860001, -73.985073283)"
"1045931","1","7","26","11","MANHATTAN","1487719.0909090908","(40.7368749350001, -74.001278839)"
"1086456","4","8","12","19","BROOKLYN","776779.5918367347","(40.644526737, -73.9199290729999)"
"1103142","4","12","16","15","BROOKLYN","823153.0408163265","(40.612027186, -73.980444209)"
"1003224","7","5","30","22","STATEN ISLAND","143133.33333333334","(40.5711253590001, -74.133290776)"
"1102925","4","7","15","10","BROOKLYN","789217.3469387755","(40.667265957, -73.952138463)"
"1068841","5","5","28","18","MANHATTAN","1471835.2159090908","(40.7618746900001, -73.966358084)"
"1091482","6","8","28","15","BRONX","79593.75","(40.8538235670001, -73.907332598)"
"1020549","7","2","7","7","BRONX","74831.25.5","(40.8177098290001, -73.923973014)"
"1007319","7","8","1","19","QUEENS","303412.5128205128","(40.7913762850001, -73.8045630129999)"
"878015","3","9","15","22","MANHATTAN","1554646.5909090908","(40.809327346, -73.962945691)"
"1075561","5","6","4","18","BRONX","80357.8125","(40.8259074860001, -73.8213284079999)"
"1036183","5","12","17","17","BRONX","94984.375","(40.8146842560001, -73.891917642)"
"1005604","4","4","29","22","QUEENS","284660.3846153846","(40.7074626830001, -73.8374944349999)"
"1018916","3","3","10","9","BROOKLYN","735019.1836734693","(40.628344317, -74.023108394)"
"1087576","1","8","16","15","BRONX","79593.75","(40.8371187430001, -73.913727148)"
"1058614","6","6","12","21","QUEENS","305813.7948717949","(40.7541878380001, -73.92729035)"
"1094309","7","9","19","6","BROOKLYN","782987.7448979592","(40.597278304, -73.998672706)"
"1021454","7","2","7","20","QUEENS","232387.38461538462","(40.6873640640001, -73.827119118)"
"1118477","5","11","19","15","BRONX","98031.25","(40.8530175930001, -73.8926216799999)"
"1101914","1","11","22","10","MANHATTAN","1621056.8181818181","(40.7429294990001, -73.990795459)"
"1112010","4","5","13","17","BRONX","80687.5","(40.821494645, -73.9121685059999)"
"817079","3","4","21","17","BROOKLYN","735071.4285714285","(40.6783495540001, -73.883309251)"
"1113712","5","6","11","20","MANHATTAN","1557062.2727272727","(40.7116641920001, -74.005830494)"
"853313","2","7","20","17","QUEENS","325513.28205128206","(40.74373389, -73.9242775669999)"
"1077341","1","5","24","4","STATEN ISLAND","143133.33333333334","(40.548019853, -74.170414664)"
"1019991","7","8","8","4","QUEENS","303412.5128205128","(40.7609089160001, -73.8701695)"
"1114543","7","7","25","14","BROOKLYN","789217.3469387755","(40.6915955060001, -73.921823396)"
"1092431","7","1","31","13","MANHATTAN","1369658.4090909092","(40.7563873170001, -74.003394385)"
"1006095","3","5","26","0","MANHATTAN","1471835.2159090908","(40.837540135, -73.94247164)"
"826744","6","5","29","21","BROOKLYN","757306.1224489796","(40.6229134000001, -73.9360824469999)"
"974753","4","5","6","11","MANHATTAN","1471835.2159090908","(40.806081867, -73.940403751)"
"834293","1","6","7","17","BROOKLYN","773386.612244898","(40.7136874980001, -73.957169632)"
"1113000","1","12","20","22","MANHATTAN","1682289.6590909092","(40.8346186860001, -73.940356508)"
"1085147","6","7","10","22","MANHATTAN","1487719.0909090908","(40.7599263280001, -73.9677812899999)"
"1009741","1","2","8","16","BRONX","74831.25.5","(40.826989457, -73.830792459)"
"1057139","7","2","21","1","BROOKLYN","733877.5408163265","(40.6649920400001, -73.8846230519999)"
"1091100","4","9","2","22","BROOKLYN","782987.7448979592","(40.6992112940001, -73.996679942)"
"1029385","6","6","26","0","BROOKLYN","773386.612244898","(40.676818353, -73.941499874)"
"989659","7","6","13","15","BRONX","80357.8125","(40.8946157400001, -73.861296238)"
"1034975","5","12","17","6","MANHATTAN","1682289.6590909092","(40.833715243, -73.945008152)"
"1020555","7","2","7","8","BRONX","74831.25.5","(40.820015256, -73.88697368)"
"1074695","3","5","12","19","MANHATTAN","1471835.2159090908","(40.7665086320001, -73.982362725)"
"1113538","5","12","31","17","BROOKLYN","823153.0408163265","(40.680757246, -73.953888222)"
"1086497","3","4","7","6","BROOKLYN","735071.4285714285","(40.6167627080001, -74.028986378)"
"998632","7","5","23","16","BRONX","80687.5","(40.8213029400001, -73.866792719)"
"1108386","3","3","3","18","QUEENS","271529.57692307694","(40.7607712770001, -73.772554884)"
"1082510","2","12","21","11","MANHATTAN","1682289.6590909092","(40.7139067570001, -74.003504043)"
"839472","1","5","10","19","QUEENS","315149.8461538461","(40.7147217410001, -73.742281149)"
"1015783","3","8","4","1","BROOKLYN","776779.5918367347","(40.663133397, -73.962432161)"
"1107362","1","3","1","5","QUEENS","271529.57692307694","(40.7693060870001, -73.91550818)"
"845800","1","7","12","1","BROOKLYN","789217.3469387755","(40.721434684, -73.9474673889999)"
"1032382","4","9","16","22","BROOKLYN","782987.7448979592","(40.6393038250001, -73.998430459)"
"1016429","3","10","20","3","BROOKLYN","807918.918367347","(40.678110777, -73.968700498)"
"1060908","1","1","4","0","MANHATTAN","1369658.4090909092","(40.7991696930001, -73.964786154)"
"991144","1","5","3","10","STATEN ISLAND","143133.33333333334","(40.514788647, -74.2484561109999)"
"1114237","3","7","21","16","MANHATTAN","1487719.0909090908","(40.7701104400001, -73.9878421289999)"
"1077580","1","5","24","9","QUEENS","315149.8461538461","(40.762824487, -73.8800567759999)"
"1114343","3","7","21","23","MANHATTAN","1487719.0909090908","(40.733992922, -74.002588593)"
"1102518","4","7","15","1","QUEENS","325513.28205128206","(40.7309801640001, -73.756686929)"
"1096515","1","9","20","13","BROOKLYN","782987.7448979592","(40.6713598200001, -73.881811023)"
"1088253","6","8","14","18","QUEENS","303412.5128205128","(40.754989552, -73.8444349379999)"
"1094511","7","9","19","11","BRONX","80778.125","(40.833701665, -73.9138472179999)"
"1118147","3","11","17","10","MANHATTAN","1621056.8181818181","(40.7748002640001, -73.952447504)"
"857528","7","8","29","14","QUEENS","303412.5128205128","(40.7106704070001, -73.798703744)"
"991827","2","6","15","4","BROOKLYN","773386.612244898","(40.6749869720001, -73.945849231)"
"1084627","7","7","18","20","BROOKLYN","789217.3469387755","(40.6026050770001, -73.954205082)"
"1092398","5","9","3","17","MANHATTAN","1554646.5909090908","(40.7525963910001, -73.989469511)"
"1098682","4","9","30","17","QUEENS","366240.46153846156","(40.7433327570001, -73.818305537)"
"1082556","1","7","5","4","QUEENS","325513.28205128206","(40.7450253480001, -73.9040879579999)"
"1098161","7","9","26","12","BRONX","80778.125","(40.8587920940001, -73.895218819)"
"1070211","7","4","11","1","BROOKLYN","735071.4285714285","(40.640878962, -74.009344689)"
"999817","3","2","24","0","QUEENS","232387.38461538462","(40.740228615, -73.948766113)"
"1111558","4","5","13","1","QUEENS","315149.8461538461","(40.706577532, -73.7546299379999)"
"1099193","6","10","30","1","BROOKLYN","807918.918367347","(40.6896482110001, -73.924054122)"
"830404","3","5","5","15","BROOKLYN","757306.1224489796","(40.6434703790001, -74.00306433)"
"853346","3","7","14","18","MANHATTAN","1487719.0909090908","(40.7597684420001, -73.989811298)"
"1057888","6","1","2","12","BRONX","70562.5","(40.8328449360001, -73.913342415)"
"1011200","6","2","20","8","BROOKLYN","733877.5408163265","(40.6196419980001, -73.971015254)"
"1115669","6","9","11","5","QUEENS","366240.46153846156","(40.7124114970001, -73.8262172999999)"
"810728","1","4","19","2","BROOKLYN","735071.4285714285","(40.652778939, -73.930493015)"
"917216","5","6","18","6","QUEENS","305813.7948717949","(40.695379819, -73.755089469)"
"846398","1","7","12","3","BRONX","103389.0625","(40.887451313, -73.847607787)"
"1114268","3","7","21","18","BROOKLYN","789217.3469387755","(40.5764671800001, -73.996650041)"
"1117713","3","11","3","21","BROOKLYN","813043.8571428572","(40.639415603, -73.9050540709999)"
"1056437","5","2","19","16","BRONX","74831.25.5","(40.8154551590001, -73.8886504979999)"
"1049679","4","4","15","23","BROOKLYN","735071.4285714285","(40.660164179, -73.938425593)"
"1059101","3","12","15","12","QUEENS","332701.46153846156","(40.764622199, -73.807186541)"
"1007728","6","12","11","14","BRONX","94984.375","(40.8105780770001, -73.8566162399999)"
"1045600","1","7","26","6","BROOKLYN","789217.3469387755","(40.66369904, -73.919916873)"
"1099296","6","10","30","4","BROOKLYN","807918.918367347","(40.6542234230001, -73.9115634089999)"
"908828","7","3","21","12","MANHATTAN","1449397.7272727273","(40.7441730680001, -73.993740104)"
"965841","1","4","12","20","BRONX","77496.875","(40.865563556, -73.889636767)"
"1059385","3","12","15","15","BRONX","94984.375","(40.8461255880001, -73.892571361)"
"1047257","2","4","13","21","BRONX","77496.875","(40.892315066, -73.8396250069999)"
"1068040","4","3","18","17","BROOKLYN","735019.1836734693","(40.687054346, -73.9902514899999)"
"834350","5","5","7","16","BRONX","80687.5","(40.827663925, -73.8860970919999)"
"1013220","1","1","11","7","BRONX","70562.5","(40.8190948220001, -73.8193993369999)"
"1095448","7","7","11","19","QUEENS","325513.28205128206","(40.670401881, -73.738685313)"
"834945","5","5","7","18","BRONX","80687.5","(40.8742783210001, -73.8665817309999)"
"1033099","5","4","2","12","BROOKLYN","735071.4285714285","(40.6849989310001, -73.9384459299999)"
"1058135","1","12","13","22","BRONX","94984.375","(40.8601354510001, -73.869476909)"
"1000099","2","1","19","11","BROOKLYN","727974.4897959183","(40.646778871, -73.952052258)"
"1123001","3","1","20","8","QUEENS","274035.26923076925","(40.5880094620001, -73.807286023)"
"1094861","3","9","8","3","BROOKLYN","782987.7448979592","(40.6479629880001, -73.948289206)"
"965467","3","9","22","6","BROOKLYN","782987.7448979592","(40.580071554, -73.9657944579999)"
"1107671","2","3","2","7","QUEENS","271529.57692307694","(40.5959633630001, -73.771078184)"
"1029278","4","4","1","0","BRONX","77496.875","(40.8373235110001, -73.9198307569999)"
"1006068","1","10","11","2","BRONX","807918.918367347","(40.872216866, -73.855047857)"
"1010162","5","10","22","10","STATEN ISLAND","366300","(40.615491223, -74.08165623)"
"879711","3","9","29","11","BRONX","80778.125","(40.8590944950001, -73.915932762)"
"1118887","2","11","23","23","BROOKLYN","813043.8571428572","(40.6525727600001, -73.951219199)"
"1078540","2","10","26","0","BROOKLYN","807918.918367347","(40.685810895, -73.928132917)"
"833100","1","6","7","10","BRONX","80357.8125","(40.8441399450001, -73.900388618)"
"1070107","7","4","11","0","MANHATTAN","1557982.8295454546","(40.7571332580001, -73.971908352)"
"1005787","3","11","24","21","QUEENS","357619.8717948718","(40.69401637, -73.804199293)"
"892458","6","2","6","14","MANHATTAN","1449851.1363636365","(40.7504307680001, -73.989282176)"
